Handle,Product Code,Category,Title,Product Type,Shopify Category (planned),Channel,Format,Flower Type,Color Family,Occasion,Customer Type,Season,Care Level,Vase Life,Stem Length,Bloom Size,Unit Type,Minimum Order Qty,Variant Option 1,Variant Option 2,Variant Count,Provisional Prices (USD),PRICE_STATUS,IMAGE_STATUS,Planned Image,Image Alt,Collections,Tags,Delivery Note,Wholesale Note,Availability Note,Care Instructions,Country of Origin,CONFIRMATION_REQUIRED,APPROVAL_STATUS,Status
designers-choice-bouquet,TNG-RTL-013,retail,Designer's Choice Bouquet,Floral Arrangement,,retail,bouquet,mixed,mixed,everyday,retail-shopper|corporate,year-round,easy,5-7 days,,,arrangement,1,Size,,3,Classic=65.00; Grand=95.00; Signature=135.00,REPLACE_BEFORE_PUBLISHING,REQUIRED,products/designers-choice-bouquet-1200x1500.jpg,"Designer's Choice Bouquet — The New Greenhouse, Kingston Jamaica",All Flowers|Mixed Color,"channel:retail, flower:mixed, color:mixed, occasion:everyday, customer:retail-shopper, customer:corporate, format:bouquet, season:year-round, type:floral-arrangement, price-status:placeholder, image-status:required, content-status:reviewed",Same-day delivery may be available across Kingston & St. Andrew for orders placed before 2PM.,,Blooms and colours vary daily with fresh stock availability.,"Recut stems at an angle, keep in clean fresh water away from direct sun, and change the water every two to three days.",[CLIENT CONFIRMATION REQUIRED],,DRAFT_PENDING_REVIEW,draft
seasonal-market-bunch,TNG-RTL-014,retail,Seasonal Market Bunch,Floral Arrangement,,retail,bouquet,mixed,mixed,everyday,retail-shopper,seasonal,easy,5-7 days,,,arrangement,1,Size,,2,Classic=65.00; Grand=95.00,REPLACE_BEFORE_PUBLISHING,REQUIRED,products/seasonal-market-bunch-1200x1500.jpg,"Seasonal Market Bunch — The New Greenhouse, Kingston Jamaica",All Flowers|Mixed Color,"channel:retail, flower:mixed, color:mixed, occasion:everyday, customer:retail-shopper, format:bouquet, season:seasonal, type:floral-arrangement, price-status:placeholder, image-status:required, content-status:reviewed",Same-day delivery may be available across Kingston & St. Andrew for orders placed before 2PM.,,Contents change with the season and daily availability.,"Recut the stems, keep in clean fresh water away from direct sun, and change the water every two to three days.",[CLIENT CONFIRMATION REQUIRED],,DRAFT_PENDING_REVIEW,draft
everyday-ivory-elegance,TNG-RTL-015,retail,Everyday Ivory Elegance,Floral Arrangement,,retail,bouquet,mixed,white-ivory|green,everyday,retail-shopper|corporate,year-round,easy,5-7 days,,,arrangement,1,Size,,3,Classic=65.00; Grand=95.00; Signature=135.00,REPLACE_BEFORE_PUBLISHING,REQUIRED,products/everyday-ivory-elegance-1200x1500.jpg,"Everyday Ivory Elegance — The New Greenhouse, Kingston Jamaica",All Flowers|White and Ivory|Green,"channel:retail, flower:mixed, color:white-ivory, color:green, occasion:everyday, customer:retail-shopper, customer:corporate, format:bouquet, season:year-round, type:floral-arrangement, price-status:placeholder, image-status:required, content-status:reviewed",Same-day delivery may be available across Kingston & St. Andrew for orders placed before 2PM.,,Flower selection may vary slightly with seasonal availability.,"Recut stems at an angle, keep in fresh water away from heat and direct sun, and change the water every two to three days.",[CLIENT CONFIRMATION REQUIRED],,DRAFT_PENDING_REVIEW,draft
modern-mixed-bouquet,TNG-RTL-016,retail,Modern Mixed Bouquet,Floral Arrangement,,retail,bouquet,mixed,mixed,everyday,retail-shopper|corporate,year-round,easy,5-7 days,,,arrangement,1,Size,,3,Classic=65.00; Grand=95.00; Signature=135.00,REPLACE_BEFORE_PUBLISHING,REQUIRED,products/modern-mixed-bouquet-1200x1500.jpg,"Modern Mixed Bouquet — The New Greenhouse, Kingston Jamaica",All Flowers|Mixed Color,"channel:retail, flower:mixed, color:mixed, occasion:everyday, customer:retail-shopper, customer:corporate, format:bouquet, season:year-round, type:floral-arrangement, price-status:placeholder, image-status:required, content-status:reviewed",Same-day delivery may be available across Kingston & St. Andrew for orders placed before 2PM.,,Blooms and colours may vary with seasonal availability.,"Recut the stems, keep in clean fresh water away from direct sun, and change the water every two to three days.",[CLIENT CONFIRMATION REQUIRED],,DRAFT_PENDING_REVIEW,draft
standing-spray-classic-white,TNG-SYM-001,sympathy,Standing Spray — Classic White,Sympathy Arrangement,,both,standing-spray,lily,white-ivory|green,sympathy,retail-shopper|corporate,year-round,easy,4-6 days,,,arrangement,1,(single),,1,Default=240.00,REPLACE_BEFORE_PUBLISHING,REQUIRED,products/standing-spray-classic-white-1200x1500.jpg,"Standing Spray — Classic White — The New Greenhouse, Kingston Jamaica",Lilies|White and Ivory|Green|Sympathy and Funeral|Bulk Flowers,"channel:retail, channel:wholesale, flower:lily, color:white-ivory, color:green, occasion:sympathy, customer:retail-shopper, customer:corporate, format:standing-spray, season:year-round, type:sympathy-arrangement, price-status:placeholder, image-status:required, content-status:reviewed","Delivery to homes, churches, or funeral homes across Kingston & St. Andrew can be arranged; timing is coordinated with the service and subject to availability.",Corporate and funeral-home accounts can arrange standing orders for recurring services; contact us to set up trade terms.,Flower varieties may vary with seasonal availability while keeping the all-white style.,Keep the easel upright in a cool spot away from direct sunlight and heat until the service.,[CLIENT CONFIRMATION REQUIRED],ribbon banner wording|service date and venue,DRAFT_PENDING_REVIEW,draft
standing-spray-mixed-tribute,TNG-SYM-002,sympathy,Standing Spray — Mixed Tribute,Sympathy Arrangement,,both,standing-spray,mixed,mixed|pink|white-ivory,sympathy,retail-shopper|corporate,year-round,easy,4-6 days,,,arrangement,1,(single),,1,Default=240.00,REPLACE_BEFORE_PUBLISHING,REQUIRED,products/standing-spray-mixed-tribute-1200x1500.jpg,"Standing Spray — Mixed Tribute — The New Greenhouse, Kingston Jamaica",White and Ivory|Pink|Mixed Color|Sympathy and Funeral|Bulk Flowers,"channel:retail, channel:wholesale, flower:mixed, color:mixed, color:pink, color:white-ivory, occasion:sympathy, customer:retail-shopper, customer:corporate, format:standing-spray, season:year-round, type:sympathy-arrangement, price-status:placeholder, image-status:required, content-status:reviewed","Delivery to homes, churches, or funeral homes across Kingston & St. Andrew can be arranged; timing is coordinated with the service and subject to availability.",Corporate and funeral-home accounts can arrange recurring tribute orders; contact us to set up trade terms.,Colour blend and blooms may vary with seasonal availability.,"Keep the easel upright in a cool, shaded place away from heat until the service.",[CLIENT CONFIRMATION REQUIRED],ribbon banner wording|preferred colour emphasis,DRAFT_PENDING_REVIEW,draft
sympathy-wreath-ivory-greenery,TNG-SYM-003,sympathy,Sympathy Wreath — Ivory & Greenery,Sympathy Arrangement,,both,wreath,chrysanthemum,white-ivory|green,sympathy,retail-shopper|corporate,year-round,easy,4-6 days,,,arrangement,1,(single),,1,Default=240.00,REPLACE_BEFORE_PUBLISHING,REQUIRED,products/sympathy-wreath-ivory-greenery-1200x1500.jpg,"Sympathy Wreath — Ivory & Greenery — The New Greenhouse, Kingston Jamaica",White and Ivory|Green|Sympathy and Funeral|Bulk Flowers,"channel:retail, channel:wholesale, flower:chrysanthemum, color:white-ivory, color:green, occasion:sympathy, customer:retail-shopper, customer:corporate, format:wreath, season:year-round, type:sympathy-arrangement, price-status:placeholder, image-status:required, content-status:reviewed","Delivery to homes, churches, or funeral homes across Kingston & St. Andrew can be arranged; timing is coordinated with the service and subject to availability.",Corporate and funeral-home accounts can arrange wreaths for recurring services; contact us for trade terms.,Ivory bloom varieties may vary with seasonal availability.,"Keep the wreath flat or upright in a cool, shaded place away from heat until the service.",[CLIENT CONFIRMATION REQUIRED],easel or stand needed|service date and venue,DRAFT_PENDING_REVIEW,draft
casket-spray-full-ivory,TNG-SYM-004,sympathy,Casket Spray — Full Ivory,Sympathy Arrangement,,both,casket-spray,rose,white-ivory|green,sympathy,retail-shopper|corporate,year-round,easy,4-6 days,,,arrangement,1,(single),,1,Default=240.00,REPLACE_BEFORE_PUBLISHING,REQUIRED,products/casket-spray-full-ivory-1200x1500.jpg,"Casket Spray — Full Ivory — The New Greenhouse, Kingston Jamaica",Roses|White and Ivory|Green|Sympathy and Funeral|Bulk Flowers|Wholesale Roses,"channel:retail, channel:wholesale, flower:rose, color:white-ivory, color:green, occasion:sympathy, customer:retail-shopper, customer:corporate, format:casket-spray, season:year-round, type:sympathy-arrangement, price-status:placeholder, image-status:required, content-status:reviewed","Delivery to homes, churches, or funeral homes across Kingston & St. Andrew can be arranged; timing is coordinated with the service and subject to availability.",Funeral-home and corporate accounts can pre-arrange casket tributes; contact us to set up trade terms.,Ivory bloom varieties may vary with seasonal availability while keeping the full form.,"Keep flat in a cool, shaded place away from direct sun and heat until the service.",[CLIENT CONFIRMATION REQUIRED],casket size|service date and venue,DRAFT_PENDING_REVIEW,draft
peaceful-whites-hand-tied-bouquet,TNG-SYM-005,sympathy,Peaceful Whites Hand-Tied Bouquet,Sympathy Arrangement,,retail,bouquet,rose,white-ivory|green,sympathy,retail-shopper|corporate,year-round,easy,5-7 days,,,arrangement,1,Size,,3,Standard=110.00; Deluxe=160.00; Premium=220.00,REPLACE_BEFORE_PUBLISHING,REQUIRED,products/peaceful-whites-hand-tied-bouquet-1200x1500.jpg,"Peaceful Whites Hand-Tied Bouquet — The New Greenhouse, Kingston Jamaica",Roses|White and Ivory|Green|Sympathy and Funeral,"channel:retail, flower:rose, color:white-ivory, color:green, occasion:sympathy, customer:retail-shopper, customer:corporate, format:bouquet, season:year-round, type:sympathy-arrangement, price-status:placeholder, image-status:required, content-status:reviewed","Delivery to homes, churches, or funeral homes across Kingston & St. Andrew can be arranged; timing is coordinated with the family and subject to availability.",,White bloom varieties may vary with seasonal availability.,"Trim the stems on arrival, place in fresh water, and refresh the water every two to three days.",[CLIENT CONFIRMATION REQUIRED],card message wording,DRAFT_PENDING_REVIEW,draft
serene-sympathy-bouquet,TNG-SYM-006,sympathy,Serene Sympathy Bouquet,Sympathy Arrangement,,retail,bouquet,mixed,white-ivory|pink,sympathy,retail-shopper|corporate,year-round,easy,5-7 days,,,arrangement,1,Size,,3,Standard=110.00; Deluxe=160.00; Premium=220.00,REPLACE_BEFORE_PUBLISHING,REQUIRED,products/serene-sympathy-bouquet-1200x1500.jpg,"Serene Sympathy Bouquet — The New Greenhouse, Kingston Jamaica",White and Ivory|Pink|Sympathy and Funeral,"channel:retail, flower:mixed, color:white-ivory, color:pink, occasion:sympathy, customer:retail-shopper, customer:corporate, format:bouquet, season:year-round, type:sympathy-arrangement, price-status:placeholder, image-status:required, content-status:reviewed","Delivery to homes, churches, or funeral homes across Kingston & St. Andrew can be arranged; timing is coordinated with the family and subject to availability.",,Colour blend and blooms may vary with seasonal availability.,"Trim the stems on arrival, place in clean water, and change the water every two to three days.",[CLIENT CONFIRMATION REQUIRED],card message wording|preferred colour emphasis,DRAFT_PENDING_REVIEW,draft
tribute-basket-arrangement,TNG-SYM-007,sympathy,Tribute Basket Arrangement,Sympathy Arrangement,,both,arrangement,lily,white-ivory|green,sympathy,retail-shopper|corporate,year-round,easy,5-7 days,,,arrangement,1,Size,,3,Standard=110.00; Deluxe=160.00; Premium=220.00,REPLACE_BEFORE_PUBLISHING,REQUIRED,products/tribute-basket-arrangement-1200x1500.jpg,"Tribute Basket Arrangement — The New Greenhouse, Kingston Jamaica",Lilies|White and Ivory|Green|Sympathy and Funeral|Bulk Flowers,"channel:retail, channel:wholesale, flower:lily, color:white-ivory, color:green, occasion:sympathy, customer:retail-shopper, customer:corporate, format:arrangement, season:year-round, type:sympathy-arrangement, price-status:placeholder, image-status:required, content-status:reviewed","Delivery to homes, churches, or funeral homes across Kingston & St. Andrew can be arranged; timing is coordinated with the family and subject to availability.",Corporate accounts can arrange tribute baskets for staff and client condolences; contact us for trade terms.,Bloom varieties may vary with seasonal availability while keeping the soft palette.,Add a little water to keep the floral foam moist and keep the basket out of direct sunlight and heat.,[CLIENT CONFIRMATION REQUIRED],card message wording,DRAFT_PENDING_REVIEW,draft
memorial-vase-arrangement,TNG-SYM-008,sympathy,Memorial Vase Arrangement,Sympathy Arrangement,,both,arrangement,lily,white-ivory|green,sympathy,retail-shopper|corporate,year-round,easy,5-7 days,,,arrangement,1,Size,,3,Standard=110.00; Deluxe=160.00; Premium=220.00,REPLACE_BEFORE_PUBLISHING,REQUIRED,products/memorial-vase-arrangement-1200x1500.jpg,"Memorial Vase Arrangement — The New Greenhouse, Kingston Jamaica",Lilies|White and Ivory|Green|Sympathy and Funeral|Bulk Flowers,"channel:retail, channel:wholesale, flower:lily, color:white-ivory, color:green, occasion:sympathy, customer:retail-shopper, customer:corporate, format:arrangement, season:year-round, type:sympathy-arrangement, price-status:placeholder, image-status:required, content-status:reviewed","Delivery to homes, churches, or funeral homes across Kingston & St. Andrew can be arranged; timing is coordinated with the family and subject to availability.",Corporate accounts can arrange memorial arrangements for condolences; contact us for trade terms.,White bloom varieties and vase style may vary with seasonal availability.,Keep the vase topped up with fresh water and place away from direct sunlight and heat.,[CLIENT CONFIRMATION REQUIRED],card message wording,DRAFT_PENDING_REVIEW,draft
bridal-bouquet-ivory-garden,TNG-WED-001,weddings,Bridal Bouquet — Ivory Garden,Wedding Flowers,,both,bouquet,garden-rose,white-ivory|green,wedding,retail-shopper|event-planner,seasonal,moderate,1-2 days at peak,,,arrangement,1,(single),,1,Default=150.00,REPLACE_BEFORE_PUBLISHING,REQUIRED,products/bridal-bouquet-ivory-garden-1200x1500.jpg,"Bridal Bouquet — Ivory Garden — The New Greenhouse, Kingston Jamaica",Roses|White and Ivory|Green|Wedding Flowers|Bridal Bouquets|Bulk Flowers,"channel:retail, channel:wholesale, flower:garden-rose, color:white-ivory, color:green, occasion:wedding, customer:retail-shopper, customer:event-planner, format:bouquet, season:seasonal, type:wedding-flowers, price-status:placeholder, image-status:required, content-status:reviewed",Wedding orders are scheduled and delivered to your venue by arrangement; timing confirmed during planning.,,Final flowers are selected for freshness on the day; seasonal substitution of similar blooms and tones may apply.,"Keep the bouquet cool, hydrated and lightly misted until the ceremony, and rest stems in water whenever it is set down.",[CLIENT CONFIRMATION REQUIRED],final stem selection|wedding date|ribbon and wrap finish,DRAFT_PENDING_REVIEW,draft
bridal-bouquet-cascading-blush,TNG-WED-002,weddings,Bridal Bouquet — Cascading Blush,Wedding Flowers,,both,bouquet,rose,pink|green,wedding,retail-shopper|event-planner,seasonal,moderate,1-2 days at peak,,,arrangement,1,(single),,1,Default=150.00,REPLACE_BEFORE_PUBLISHING,REQUIRED,products/bridal-bouquet-cascading-blush-1200x1500.jpg,"Bridal Bouquet — Cascading Blush — The New Greenhouse, Kingston Jamaica",Roses|Pink|Green|Wedding Flowers|Bridal Bouquets|Bulk Flowers|Wholesale Roses,"channel:retail, channel:wholesale, flower:rose, color:pink, color:green, occasion:wedding, customer:retail-shopper, customer:event-planner, format:bouquet, season:seasonal, type:wedding-flowers, price-status:placeholder, image-status:required, content-status:reviewed",Wedding orders are scheduled and delivered to your venue by arrangement; timing confirmed during planning.,,Final blooms are chosen for freshness on the day; seasonal substitution of similar flowers and tones may apply.,"Keep cool and upright, mist lightly and return stems to water between photos to protect the trailing greenery.",[CLIENT CONFIRMATION REQUIRED],final stem selection|wedding date|cascade length and ribbon finish,DRAFT_PENDING_REVIEW,draft
bridesmaid-bouquet,TNG-WED-003,weddings,Bridesmaid Bouquet,Wedding Flowers,,both,bouquet,mixed,mixed,wedding,retail-shopper|event-planner,seasonal,moderate,1-2 days at peak,,,arrangement,1,(single),,1,Default=150.00,REPLACE_BEFORE_PUBLISHING,REQUIRED,products/bridesmaid-bouquet-1200x1500.jpg,"Bridesmaid Bouquet — The New Greenhouse, Kingston Jamaica",Mixed Color|Wedding Flowers|Bulk Flowers,"channel:retail, channel:wholesale, flower:mixed, color:mixed, occasion:wedding, customer:retail-shopper, customer:event-planner, format:bouquet, season:seasonal, type:wedding-flowers, price-status:placeholder, image-status:required, content-status:reviewed",Wedding orders are scheduled and delivered to your venue by arrangement; timing confirmed during planning.,,Final flowers are selected for freshness on the day; seasonal substitution of similar blooms and tones may apply.,"Keep bouquets cool and standing in a little water until they are needed, and mist lightly in warm weather.",[CLIENT CONFIRMATION REQUIRED],final stem selection|guest count / quantities|colour match to bridal bouquet,DRAFT_PENDING_REVIEW,draft
low-reception-centerpiece,TNG-WED-004,weddings,Low Reception Centerpiece,Wedding Flowers,,both,centerpiece,mixed,mixed,wedding,retail-shopper|event-planner,seasonal,moderate,2-3 days,,,arrangement,1,Size,,2,Classic=85.00; Grand=130.00,REPLACE_BEFORE_PUBLISHING,REQUIRED,products/low-reception-centerpiece-1200x1500.jpg,"Low Reception Centerpiece — The New Greenhouse, Kingston Jamaica",Mixed Color|Wedding Flowers|Centerpieces|Bulk Flowers,"channel:retail, channel:wholesale, flower:mixed, color:mixed, occasion:wedding, customer:retail-shopper, customer:event-planner, format:centerpiece, season:seasonal, type:wedding-flowers, price-status:placeholder, image-status:required, content-status:reviewed",Reception flowers are delivered and set to your venue by arrangement; setup timing is confirmed during planning.,,Final flowers are selected for freshness on the day; seasonal substitution of similar blooms and tones may apply.,"Keep the centerpiece out of direct sun and away from air vents, and top up the water shortly before the reception begins.",[CLIENT CONFIRMATION REQUIRED],final stem selection|guest count / quantities|vessel and table dimensions,DRAFT_PENDING_REVIEW,draft
elevated-reception-centerpiece,TNG-WED-005,weddings,Elevated Reception Centerpiece,Wedding Flowers,,both,centerpiece,mixed,mixed,wedding,retail-shopper|event-planner,seasonal,moderate,2-3 days,,,arrangement,1,Size,,2,Classic=85.00; Grand=130.00,REPLACE_BEFORE_PUBLISHING,REQUIRED,products/elevated-reception-centerpiece-1200x1500.jpg,"Elevated Reception Centerpiece — The New Greenhouse, Kingston Jamaica",Mixed Color|Wedding Flowers|Centerpieces|Bulk Flowers,"channel:retail, channel:wholesale, flower:mixed, color:mixed, occasion:wedding, customer:retail-shopper, customer:event-planner, format:centerpiece, season:seasonal, type:wedding-flowers, price-status:placeholder, image-status:required, content-status:reviewed",Reception flowers are delivered and set to your venue by arrangement; setup timing is confirmed during planning.,,Final flowers are selected for freshness on the day; seasonal substitution of similar blooms and tones may apply.,"Set the arrangement on a stable, level surface out of direct sun and top up the water reservoir before guests are seated.",[CLIENT CONFIRMATION REQUIRED],final stem selection|guest count / quantities|stand height and venue clearance,DRAFT_PENDING_REVIEW,draft
ceremony-aisle-arch-arrangement,TNG-WED-006,weddings,Ceremony Aisle & Arch Arrangement,Wedding Flowers,,both,arrangement,mixed,mixed,wedding,retail-shopper|event-planner,seasonal,moderate,1-2 days at peak,,,arrangement,1,(single),,1,Default=110.00,REPLACE_BEFORE_PUBLISHING,REQUIRED,products/ceremony-aisle-arch-arrangement-1200x1500.jpg,"Ceremony Aisle & Arch Arrangement — The New Greenhouse, Kingston Jamaica",Mixed Color|Wedding Flowers|Bulk Flowers,"channel:retail, channel:wholesale, flower:mixed, color:mixed, occasion:wedding, customer:retail-shopper, customer:event-planner, format:arrangement, season:seasonal, type:wedding-flowers, price-status:placeholder, image-status:required, content-status:reviewed",Ceremony flowers are delivered and installed on site by arrangement; access and setup timing are confirmed during planning.,,Final flowers are selected for freshness on the day; seasonal substitution of similar blooms and tones may apply.,Ceremony pieces are installed on site and kept shaded and hydrated until the processional begins.,[CLIENT CONFIRMATION REQUIRED],final stem selection|guest count / quantities|arch or structure dimensions and venue access,DRAFT_PENDING_REVIEW,draft
sweetheart-table-arrangement,TNG-WED-007,weddings,Sweetheart Table Arrangement,Wedding Flowers,,both,arrangement,mixed,mixed,wedding,retail-shopper|event-planner,seasonal,moderate,2-3 days,,,arrangement,1,(single),,1,Default=110.00,REPLACE_BEFORE_PUBLISHING,REQUIRED,products/sweetheart-table-arrangement-1200x1500.jpg,"Sweetheart Table Arrangement — The New Greenhouse, Kingston Jamaica",Mixed Color|Wedding Flowers|Bulk Flowers,"channel:retail, channel:wholesale, flower:mixed, color:mixed, occasion:wedding, customer:retail-shopper, customer:event-planner, format:arrangement, season:seasonal, type:wedding-flowers, price-status:placeholder, image-status:required, content-status:reviewed",Reception flowers are delivered and set to your venue by arrangement; setup timing is confirmed during planning.,,Final flowers are selected for freshness on the day; seasonal substitution of similar blooms and tones may apply.,"Keep the arrangement cool until setup, position it out of direct sun and mist lightly in warm rooms.",[CLIENT CONFIRMATION REQUIRED],final stem selection|table length and layout|arrangement or garland format,DRAFT_PENDING_REVIEW,draft
intimate-wedding-flower-package,TNG-WED-008,weddings,Intimate Wedding Flower Package,Wedding Flowers,,both,arrangement,mixed,mixed,wedding,retail-shopper|event-planner,seasonal,moderate,1-3 days depending on piece,,,arrangement,1,(single),,1,Default=950.00,REPLACE_BEFORE_PUBLISHING,REQUIRED,products/intimate-wedding-flower-package-1200x1500.jpg,"Intimate Wedding Flower Package — The New Greenhouse, Kingston Jamaica",Mixed Color|Wedding Flowers|Bulk Flowers|Wrapping and Packaging,"channel:retail, channel:wholesale, flower:mixed, color:mixed, occasion:wedding, customer:retail-shopper, customer:event-planner, format:arrangement, season:seasonal, type:wedding-flowers, price-status:placeholder, image-status:required, content-status:reviewed",Package flowers are delivered and set to your venue by arrangement; delivery and setup timing are confirmed during planning.,,Final flowers are selected for freshness on the day; seasonal substitution of similar blooms and tones may apply.,"Keep bouquets and centerpieces cool and hydrated until they are needed, and top up centerpiece water before the reception.",[CLIENT CONFIRMATION REQUIRED],final stem selection|guest count / quantities|package contents and add-ons,DRAFT_PENDING_REVIEW,draft
wet-floral-foam-bricks,TNG-SUP-001,supplies,Wet Floral Foam Bricks,Floral Supply,,both,supply,none,green,,florist|event-planner|retail-shopper,year-round,n/a,,,,each,1 pack (6 bricks),Pack Quantity,,3,6=21.00; 12=30.00; 24=54.00,REPLACE_BEFORE_PUBLISHING,REQUIRED,products/wet-floral-foam-bricks-1200x1500.jpg,"Wet Floral Foam Bricks — The New Greenhouse, Kingston Jamaica",Green|Bulk Flowers|Florist Essentials|Floral Supplies,"channel:retail, channel:wholesale, color:green, customer:florist, customer:event-planner, customer:retail-shopper, format:supply, supply:foam, season:year-round, type:floral-supply, price-status:placeholder, image-status:required, content-status:reviewed",Available for store pickup in Kingston. Same-day delivery may be available across Kingston & St. Andrew for orders placed before 2PM.,Bulk pack pricing for florists and event planners; contact us for case quantities on standing orders.,Subject to seasonal availability.,Soak bricks in water until fully saturated before inserting stems; do not press foam down into water as this creates dry pockets.,[CLIENT CONFIRMATION REQUIRED],exact brick dimensions|case quantity for bulk orders,DRAFT_PENDING_REVIEW,draft
glass-cylinder-vase,TNG-SUP-002,supplies,Glass Cylinder Vase,Floral Supply,,both,supply,none,white-ivory,,florist|event-planner|retail-shopper,year-round,n/a,,,,each,1,Size,,3,Small=22.00; Medium=30.00; Large=42.00,REPLACE_BEFORE_PUBLISHING,REQUIRED,products/glass-cylinder-vase-1200x1500.jpg,"Glass Cylinder Vase — The New Greenhouse, Kingston Jamaica",White and Ivory|Bulk Flowers|Florist Essentials|Floral Supplies|Vases and Containers,"channel:retail, channel:wholesale, color:white-ivory, customer:florist, customer:event-planner, customer:retail-shopper, format:supply, supply:vase, season:year-round, type:floral-supply, price-status:placeholder, image-status:required, content-status:reviewed",Available for store pickup in Kingston. Same-day delivery may be available across Kingston & St. Andrew for orders placed before 2PM.,Case quantities available for event planners and hotels; ask about bulk pricing for centrepiece sets.,Subject to seasonal availability.,Hand wash with warm soapy water and dry to avoid water spots; handle with care as glass can chip at the rim.,[CLIENT CONFIRMATION REQUIRED],exact vase dimensions per size|glass thickness,DRAFT_PENDING_REVIEW,draft
bud-vase-set,TNG-SUP-003,supplies,Bud Vase Set,Floral Supply,,both,supply,none,white-ivory,,florist|event-planner|retail-shopper,year-round,n/a,,,,each,1 set (6 vases),Pack Quantity,,2,Set of 6=12.00; Set of 12=20.50,REPLACE_BEFORE_PUBLISHING,REQUIRED,products/bud-vase-set-1200x1500.jpg,"Bud Vase Set — The New Greenhouse, Kingston Jamaica",White and Ivory|Bulk Flowers|Florist Essentials|Floral Supplies|Vases and Containers,"channel:retail, channel:wholesale, color:white-ivory, customer:florist, customer:event-planner, customer:retail-shopper, format:supply, supply:vase, season:year-round, type:floral-supply, price-status:placeholder, image-status:required, content-status:reviewed",Available for store pickup in Kingston. Same-day delivery may be available across Kingston & St. Andrew for orders placed before 2PM.,Multi-set pricing for event planners styling long tables; ask about quantities for full receptions.,Subject to seasonal availability.,Hand wash and dry between uses; the narrow necks are best cleaned with a small bottle brush.,[CLIENT CONFIRMATION REQUIRED],exact vase height|vases per set,DRAFT_PENDING_REVIEW,draft
satin-ribbon,TNG-SUP-004,supplies,Satin Ribbon,Floral Supply,,both,supply,none,mixed,,florist|event-planner|retail-shopper,year-round,n/a,,,,each,1 roll,Color,,3,Ivory=12.00; Champagne Gold=12.00; Black=12.00,REPLACE_BEFORE_PUBLISHING,REQUIRED,products/satin-ribbon-1200x1500.jpg,"Satin Ribbon — The New Greenhouse, Kingston Jamaica",Mixed Color|Bulk Flowers|Florist Essentials|Floral Supplies|Ribbon,"channel:retail, channel:wholesale, color:mixed, customer:florist, customer:event-planner, customer:retail-shopper, format:supply, supply:ribbon, season:year-round, type:floral-supply, price-status:placeholder, image-status:required, content-status:reviewed",Available for store pickup in Kingston. Same-day delivery may be available across Kingston & St. Andrew for orders placed before 2PM.,Trade pricing on multiple rolls for florists and event stylists; ask about full-colour bundles.,Subject to seasonal availability.,Store rolls away from direct sun to protect colour; trim ends on the diagonal to prevent fraying.,[CLIENT CONFIRMATION REQUIRED],exact ribbon width and roll length,DRAFT_PENDING_REVIEW,draft
organza-ribbon,TNG-SUP-005,supplies,Organza Ribbon,Floral Supply,,both,supply,none,mixed,,florist|event-planner|retail-shopper,year-round,n/a,,,,each,1 roll,Color,,3,Ivory=12.00; Blush=12.00; Sage=12.00,REPLACE_BEFORE_PUBLISHING,REQUIRED,products/organza-ribbon-1200x1500.jpg,"Organza Ribbon — The New Greenhouse, Kingston Jamaica",Mixed Color|Bulk Flowers|Florist Essentials|Floral Supplies|Ribbon,"channel:retail, channel:wholesale, color:mixed, customer:florist, customer:event-planner, customer:retail-shopper, format:supply, supply:ribbon, season:year-round, type:floral-supply, price-status:placeholder, image-status:required, content-status:reviewed",Available for store pickup in Kingston. Same-day delivery may be available across Kingston & St. Andrew for orders placed before 2PM.,Trade pricing on multiple rolls for wedding florists and event planners; bundle across colours to save.,Subject to seasonal availability.,Keep rolls away from moisture and direct sun; the sheer weave presses smooth with a cool iron if creased.,[CLIENT CONFIRMATION REQUIRED],exact ribbon width and roll length,DRAFT_PENDING_REVIEW,draft
kraft-cellophane-wrap,TNG-SUP-006,supplies,Kraft & Cellophane Wrap,Floral Supply,,both,supply,none,white-ivory,,florist|event-planner|retail-shopper,year-round,n/a,,,,each,1 pack (25 sheets),Pack Quantity,,2,25 sheets=12.00; 50 sheets=21.50,REPLACE_BEFORE_PUBLISHING,REQUIRED,products/kraft-cellophane-wrap-1200x1500.jpg,"Kraft & Cellophane Wrap — The New Greenhouse, Kingston Jamaica",White and Ivory|Bulk Flowers|Florist Essentials|Floral Supplies|Wrapping and Packaging,"channel:retail, channel:wholesale, color:white-ivory, customer:florist, customer:event-planner, customer:retail-shopper, format:supply, supply:wrap, season:year-round, type:floral-supply, price-status:placeholder, image-status:required, content-status:reviewed",Available for store pickup in Kingston. Same-day delivery may be available across Kingston & St. Andrew for orders placed before 2PM.,Bulk sheet pricing for florists with steady wrapping needs; ask about standing orders.,Subject to seasonal availability.,Store sheets flat and dry to prevent creasing; keep kraft paper away from moisture until use.,[CLIENT CONFIRMATION REQUIRED],exact sheet dimensions|kraft to cellophane ratio per pack,DRAFT_PENDING_REVIEW,draft
