handle,name,status,collections,occasion,product_type,tier,price_low,price_high,primary_flowers,secondary_flowers,greenery,palette,arrangement_style,wrap_style,ribbon_style,vessel,size_options,short_description,long_description,seo_title,seo_description,meta_keywords,image_alt,concierge_tags,cross_sell,upsell,delivery_notes,care_instructions,availability_notes,tags,image_prompt
champagne-congratulations-blooms,Champagne Congratulations Blooms,new,congratulations|signature,congratulations,Floral Arrangement,luxury,175,210,White roses|white lilies,White lisianthus|cream ranunculus,Gilded ruscus|seeded eucalyptus,mixed,Full elegant low-and-lush arrangement with gold-touched accents,Presented in vessel — no wrap,"Champagne-gold and black satin ribbon, blank",Footed ivory ceramic vase,Grand|Opulent,White and gold blooms arranged to toast a truly major achievement.,"Some victories deserve champagne, and these are the flowers to raise alongside it — pristine white roses and lilies touched with gilded greenery for pure, celebratory elegance. It is the arrangement for the corner office, the big win, the moment worth framing, refined enough to honour the achievement without shouting. Delivered same-day across Kingston, it lets you say congratulations with unmistakable class.",Champagne Congratulations Blooms | Luxury Flower Delivery Kingston | The New Greenhouse,White and gold roses and lilies in a luxury arrangement to celebrate a big achievement. A refined premium gift with same-day Kingston delivery.,"congratulations flowers Kingston, white and gold flowers, luxury congratulations arrangement, promotion flowers, celebration flowers Jamaica, same-day flower delivery",Champagne Congratulations Blooms — white roses and lilies with gilded greenery in a footed ivory vase by The New Greenhouse,congratulations | him | celebratory | luxury-tier | mixed | same-day-yes | colleague | sophisticated,congratulations-brights-bouquet|milestone-birthday-roses|gratitude-garden-bouquet,milestone-birthday-roses,Same-day delivery across Kingston for orders placed before 1pm; hand-delivered in a protective vase box. Office delivery available.,"Keep vessel topped with fresh water, trim stems every two days, and remove lily pollen anthers to protect petals and surfaces.",New signature-style piece; lily stems open over 1–2 days for a longer display.,experience:deluxe|channel:retail|delivery:same-day|occasion:congratulations|collection:signature|flower:lily|palette:mixed|style:arrangement|format:vase|tier:luxury|recipient:him,"A finished gift-ready premium floral arrangement of pristine white roses and white lilies with white lisianthus and cream ranunculus, framed by gilded ruscus and seeded eucalyptus, hand-arranged with refined density in a full low rounded dome, set in a footed ivory ceramic vase, tied with a plain smooth champagne-gold and black satin ribbon, completely blank — no text. Eye-level straight-on angle. Centred composition with generous negative space and roughly 10% margin. Soft luxury studio lighting, balanced exposure, gentle highlights. Soft warm ivory-to-pale-taupe seamless studio background with a gentle grounding shadow — no black, no hard shadows. Warm, natural, true-to-life, premium editorial grading. Vertical 4:5 crop. Photorealistic high-end florist catalogue quality; botanically accurate; no AI artifacts, no malformed or duplicated petals, no text, no logo, no watermark, no people, no hands."
gratitude-garden-bouquet,Gratitude Garden Bouquet,new,thank-you|luxury-bouquet,thank-you,Luxury Bouquet,premium,105,135,Garden roses|lisianthus,Ranunculus|stock|spray roses,Seeded eucalyptus|jasmine vine,pastel,Loose garden-gathered hand-tied,Premium kraft and ivory tissue,"Champagne-gold and black satin ribbon, blank",Hand-tied bouquet — no vessel,Classic|Grand|Opulent,"A soft, garden-gathered bouquet for a thank-you that feels heartfelt.","Loose, unhurried and lovingly gathered, this garden-style bouquet mixes soft roses, lisianthus and stock as though picked fresh from a private garden that morning. It carries a gentle, genuine thank-you — the kind you send when someone's kindness deserves more than a note. Wrapped in ivory tissue and delivered same-day across Kingston, it arrives with warmth in every stem.",Gratitude Garden Bouquet | Luxury Flower Delivery Kingston | The New Greenhouse,"A soft garden-style bouquet of roses, lisianthus and stock to say thank you. A heartfelt premium gift with same-day Kingston delivery.","thank you flowers Kingston, garden bouquet, gratitude flowers, thank you bouquet Jamaica, garden roses, same-day flower delivery",Gratitude Garden Bouquet — soft garden roses and lisianthus hand-tied in ivory tissue by The New Greenhouse,thank-you | her | grateful | premium-tier | pastel | same-day-yes | friend | gracious,thank-you-peach-bouquet|get-well-luxe|new-baby-soft-pastels-bouquet,champagne-congratulations-blooms,Same-day delivery across Kingston for orders placed before 1pm; presented in a protective bouquet sleeve.,"Unwrap, trim stems at an angle, and place in fresh cool water; refresh water every two days and keep away from direct heat.",New piece; garden mix varies gently with the season for a natural look.,experience:deluxe|channel:retail|delivery:same-day|occasion:thank-you|collection:luxury-bouquet|flower:mixed|palette:pastel|style:hand-tied|format:bouquet|tier:premium|recipient:her,"A finished gift-ready premium hand-tied bouquet of soft garden roses and lisianthus with ranunculus, stock and spray roses, softened by seeded eucalyptus and trailing jasmine vine, hand-arranged with refined density in a loose garden-gathered dome, wrapped in premium kraft and ivory tissue, tied with a plain smooth champagne-gold and black satin ribbon, completely blank — no text. Eye-level straight-on angle. Centred composition with generous negative space and roughly 10% margin. Soft luxury studio lighting, balanced exposure, gentle highlights. Soft warm ivory-to-pale-taupe seamless studio background with a gentle grounding shadow — no black, no hard shadows. Warm, natural, true-to-life, premium editorial grading. Vertical 4:5 crop. Photorealistic high-end florist catalogue quality; botanically accurate; no AI artifacts, no malformed or duplicated petals, no text, no logo, no watermark, no people, no hands."
get-well-sunshine-basket,Get Well Sunshine Basket,new,get-well|luxury-bouquet,get-well,Floral Arrangement,premium,105,135,Sunflowers|yellow gerbera daisies,Yellow roses|white daisies|solidago,Salal|ruscus,bright,Full cheerful basket arrangement,Presented in basket — no wrap,"Champagne-gold and black satin ribbon, blank",Natural woven handled basket,Classic|Grand|Opulent,A cheerful basket of sunny blooms to brighten a recovery.,"Sunshine you can send — a warm woven basket brimming with sunflowers, gerberas and yellow roses that fills a room with cheer the moment it arrives. Its ready-to-display basket needs no vase, making it a thoughtful choice for a bedside, a hospital room or a home that could use a lift. Delivered same-day across Kingston, it carries a heartfelt wish to feel better soon.",Get Well Sunshine Basket | Luxury Flower Delivery Kingston | The New Greenhouse,A cheerful woven basket of sunflowers and gerberas to brighten a recovery. A warm premium get-well gift with same-day Kingston delivery.,"get well basket Kingston, sunflower basket, feel better flowers, get well soon gift, recovery flowers Jamaica, same-day flower delivery",Get Well Sunshine Basket — sunflowers and yellow gerberas in a woven handled basket by The New Greenhouse,get-well | family | comforting | premium-tier | bright | same-day-yes | friend | caring,get-well-luxe|sunshine-birthday-bouquet|birthday-balloon-bloom-box,milestone-birthday-roses,Same-day delivery across Kingston for orders placed before 1pm; basket is hand-delivered upright. Hospital delivery available — confirm ward policy.,Blooms are set in floral foam within the basket — add a little water to the foam every two days and keep out of direct sun and heat.,"New piece; some hospitals restrict fresh flowers, so check ward rules before sending.",experience:deluxe|channel:retail|delivery:same-day|occasion:get-well|collection:luxury-bouquet|flower:sunflower|palette:bright|style:basket|format:basket|tier:premium|recipient:family,"A finished gift-ready premium floral arrangement of sunflowers and yellow gerbera daisies with yellow roses, white daisies and solidago, tucked with salal and ruscus, hand-arranged with refined density in a full cheerful mound filling a natural woven handled basket, finished with a plain smooth champagne-gold and black satin ribbon, completely blank — no text. Eye-level straight-on angle. Centred composition with generous negative space and roughly 10% margin. Soft luxury studio lighting, balanced exposure, gentle highlights. Soft warm ivory-to-pale-taupe seamless studio background with a gentle grounding shadow — no black, no hard shadows. Warm, natural, true-to-life, premium editorial grading. Vertical 4:5 crop. Photorealistic high-end florist catalogue quality; botanically accurate; no AI artifacts, no malformed or duplicated petals, no text, no logo, no watermark, no people, no hands."
new-baby-boy-blue-bouquet,New Baby Boy Blue Bouquet,new,new-baby|luxury-bouquet,new-baby,Luxury Bouquet,premium,95,125,White roses|soft blue delphinium,White lisianthus|blue hydrangea,Silver dollar eucalyptus,blue,Hand-tied softly domed,Premium kraft and ivory tissue,"Champagne-gold and black satin ribbon, blank",Hand-tied bouquet — no vessel,Classic|Grand|Opulent,Soft blue and white blooms hand-tied to welcome a baby boy.,"Gentle as a nursery lullaby, this bouquet pairs crisp white roses with soft blue delphinium and hydrangea to welcome the little one with tender joy. The cool, calming palette carries every good wish for the newest addition and the family who adores him already. Wrapped in ivory tissue and delivered same-day across Kingston, it greets the new arrival with grace.",New Baby Boy Blue Bouquet | Luxury Flower Delivery Kingston | The New Greenhouse,Soft blue and white blooms hand-tied to welcome a baby boy. A gentle premium new-baby gift with same-day Kingston delivery.,"new baby boy flowers, baby boy bouquet Kingston, welcome baby boy, blue baby flowers, newborn boy flowers Jamaica, same-day flower delivery",New Baby Boy Blue Bouquet — soft blue delphinium and white roses hand-tied in ivory tissue by The New Greenhouse,new-baby | new-parent | celebratory | premium-tier | blue | same-day-yes | family | gentle,new-baby-soft-pastels-bouquet|new-baby-girl-pink-bouquet|get-well-luxe,milestone-birthday-roses,Same-day delivery across Kingston for orders placed before 1pm; presented in a protective bouquet sleeve. Hospital delivery available — confirm ward policy.,"Unwrap, trim stems at an angle, and place in fresh cool water; refresh water every two days and keep away from direct heat.",New piece; blue hydrangea and delphinium availability may vary by season.,experience:deluxe|channel:retail|delivery:same-day|occasion:new-baby|collection:luxury-bouquet|flower:mixed|palette:blue|style:hand-tied|format:bouquet|tier:premium|recipient:new-parent,"A finished gift-ready premium hand-tied bouquet of crisp white roses with soft blue delphinium and blue hydrangea and white lisianthus, softened by silver dollar eucalyptus, hand-arranged with refined density in a soft dome, wrapped in premium kraft and ivory tissue, tied with a plain smooth champagne-gold and black satin ribbon, completely blank — no text. Eye-level straight-on angle. Centred composition with generous negative space and roughly 10% margin. Soft luxury studio lighting, balanced exposure, gentle highlights. Soft warm ivory-to-pale-taupe seamless studio background with a gentle grounding shadow — no black, no hard shadows. Warm, natural, true-to-life, premium editorial grading. Vertical 4:5 crop. Photorealistic high-end florist catalogue quality; botanically accurate; no AI artifacts, no malformed or duplicated petals, no text, no logo, no watermark, no people, no hands."
new-baby-girl-pink-bouquet,New Baby Girl Pink Bouquet,new,new-baby|luxury-bouquet,new-baby,Luxury Bouquet,premium,95,125,Soft pink roses|pink lisianthus,Blush spray roses|pink ranunculus,Silver dollar eucalyptus,pink,Hand-tied softly domed,Premium kraft and ivory tissue,"Champagne-gold and black satin ribbon, blank",Hand-tied bouquet — no vessel,Classic|Grand|Opulent,Soft pink blooms hand-tied to welcome a baby girl.,"Tender and sweet as a first cuddle, this bouquet gathers soft pink roses, lisianthus and ranunculus into a gentle celebration of a new little girl. The blush palette is delicate and joyful, carrying every hope for the newest arrival and the family made a little bigger. Wrapped in ivory tissue and delivered same-day across Kingston, it welcomes her with grace.",New Baby Girl Pink Bouquet | Luxury Flower Delivery Kingston | The New Greenhouse,Soft pink roses and ranunculus hand-tied to welcome a baby girl. A gentle premium new-baby gift with same-day Kingston delivery.,"new baby girl flowers, baby girl bouquet Kingston, welcome baby girl, pink baby flowers, newborn girl flowers Jamaica, same-day flower delivery",New Baby Girl Pink Bouquet — soft pink roses and ranunculus hand-tied in ivory tissue by The New Greenhouse,new-baby | new-parent | celebratory | premium-tier | pink | same-day-yes | family | gentle,new-baby-soft-pastels-bouquet|new-baby-boy-blue-bouquet|thank-you-peach-bouquet,milestone-birthday-roses,Same-day delivery across Kingston for orders placed before 1pm; presented in a protective bouquet sleeve. Hospital delivery available — confirm ward policy.,"Unwrap, trim stems at an angle, and place in fresh cool water; refresh water every two days and keep away from direct heat.",New piece; pink rose tones may vary subtly by season.,experience:deluxe|channel:retail|delivery:same-day|occasion:new-baby|collection:luxury-bouquet|flower:rose|palette:pink|style:hand-tied|format:bouquet|tier:premium|recipient:new-parent,"A finished gift-ready premium hand-tied bouquet of soft pink roses with pink lisianthus, blush spray roses and pink ranunculus, softened by silver dollar eucalyptus, hand-arranged with refined density in a soft dome, wrapped in premium kraft and ivory tissue, tied with a plain smooth champagne-gold and black satin ribbon, completely blank — no text. Eye-level straight-on angle. Centred composition with generous negative space and roughly 10% margin. Soft luxury studio lighting, balanced exposure, gentle highlights. Soft warm ivory-to-pale-taupe seamless studio background with a gentle grounding shadow — no black, no hard shadows. Warm, natural, true-to-life, premium editorial grading. Vertical 4:5 crop. Photorealistic high-end florist catalogue quality; botanically accurate; no AI artifacts, no malformed or duplicated petals, no text, no logo, no watermark, no people, no hands."
white-orchid-elegance,White Orchid Elegance,existing,signature-collection|luxury-bouquet|best-seller,everyday|romance,Floral Arrangement,luxury,175,205,White phalaenopsis orchids,White spray roses,Broad tropical leaves|ruscus,white,Sculptural architectural upright arrangement,Presented in vessel — no wrap,"Champagne-gold and black satin ribbon, blank",Tall ivory ceramic cylinder vase,Classic|Grand|Opulent,"Sculptural white phalaenopsis orchids in serene, architectural elegance.","White phalaenopsis orchids arch with quiet, sculptural grace, each stem placed to trace an effortless line of pure elegance. It is a study in restraint — the kind of beauty that speaks in a whisper yet fills an entire room. Set in a tall ivory vessel and hand-arranged for balance, White Orchid Elegance arrives same-day in Kingston to bring calm, luminous sophistication to any space.",White Orchid Elegance | Luxury Flower Delivery Kingston | The New Greenhouse,Sculptural white phalaenopsis orchids in a serene luxury arrangement. An architectural statement of elegance with same-day Kingston delivery.,"white orchid arrangement, phalaenopsis orchids Kingston, luxury orchids Jamaica, elegant white flowers, sculptural floral arrangement, same-day flower delivery",White Orchid Elegance — sculptural white phalaenopsis orchids in a tall ivory vase by The New Greenhouse,everyday | her | sophisticated | luxury-tier | white | same-day-yes | partner | modern,signature-ivory-blush-bouquet|royal-hydrangea-arrangement|black-gold-orchid-statement,black-gold-orchid-statement,Same-day delivery across Kingston for orders placed before 1pm; hand-delivered upright in a protective vase box.,"Keep the vessel with a little fresh water, mist orchid blooms lightly, and display away from direct sun and drafts to extend life.","Core best-seller, available year-round; orchid stem count scales with size selected.",experience:deluxe|channel:retail|delivery:same-day|occasion:everyday|occasion:romance|collection:signature|flower:orchid|palette:white|style:arrangement|format:vase|tier:luxury|recipient:her,"A finished gift-ready premium floral arrangement of white phalaenopsis orchids with white spray roses, hand-arranged with refined density in a tall sculptural upright shape, accented by broad tropical leaves and ruscus, set in a tall ivory ceramic cylinder vase, tied with a plain smooth champagne-gold and black satin ribbon, completely blank — no text. Eye-level straight-on angle. Centred composition with generous negative space and roughly 10% margin. Soft luxury studio lighting, balanced exposure, gentle highlights. Soft warm ivory-to-pale-taupe seamless studio background with a gentle grounding shadow — no black, no hard shadows. Warm, natural, true-to-life, premium editorial grading. Vertical 4:5 crop. Photorealistic high-end florist catalogue quality; botanically accurate; no AI artifacts, no malformed or duplicated petals, no text, no logo, no watermark, no people, no hands."
signature-ivory-blush-bouquet,Signature Ivory & Blush Bouquet,existing,signature-collection|luxury-bouquet|best-seller,everyday|romance,Luxury Bouquet,luxury,165,195,Ivory garden roses|blush roses,Lisianthus|ranunculus|spray roses,Silver dollar eucalyptus|seeded eucalyptus,ivory,Lush garden-gathered hand-tied,Premium kraft and ivory tissue,"Champagne-gold and black satin ribbon, blank",Hand-tied bouquet — no vessel,Classic|Grand|Opulent,"Our signature ivory and blush garden roses, lush and hand-gathered.","Ivory garden roses and soft blush blooms are gathered into the bouquet that defines The New Greenhouse — endlessly elegant, quietly romantic, forever in season. Ruffled ranunculus and airy lisianthus lend it the tousled fullness of a private garden at first light. Hand-tied in ivory tissue and finished with satin ribbon, it arrives same-day in Kingston as the effortless gift for every graceful occasion.",Signature Ivory & Blush Bouquet | Luxury Flower Delivery Kingston | The New Greenhouse,"Ivory and blush garden roses hand-tied into our signature luxury bouquet. Lush, romantic and elegant, with same-day Kingston delivery.","ivory rose bouquet, blush garden roses Kingston, signature luxury bouquet Jamaica, hand-tied flowers, elegant bouquet, same-day flower delivery",Signature Ivory & Blush Bouquet — ivory and blush garden roses hand-tied in ivory tissue by The New Greenhouse,everyday | her | romantic | luxury-tier | ivory | same-day-yes | partner | classic,white-orchid-elegance|luxury-mixed-garden-bouquet|royal-hydrangea-arrangement,greenhouse-signature-100-roses,Same-day delivery across Kingston for orders placed before 1pm; presented in a protective bouquet sleeve.,"Unwrap, trim stems at an angle, and place in fresh cool water; refresh every two days and keep away from direct heat and sun.","Signature best-seller, available year-round; blush and ivory tones may vary subtly by season.",experience:deluxe|channel:retail|delivery:same-day|occasion:everyday|occasion:romance|collection:signature|flower:rose|palette:ivory|style:hand-tied|format:bouquet|tier:luxury|recipient:her,"A finished gift-ready premium hand-tied bouquet of ivory garden roses and blush roses with lisianthus, ranunculus and spray roses, hand-arranged with refined density in a lush garden-gathered dome, softened by silver dollar and seeded eucalyptus, wrapped in premium kraft and ivory tissue, tied with a plain smooth champagne-gold and black satin ribbon, completely blank — no text. Eye-level straight-on angle. Centred composition with generous negative space and roughly 10% margin. Soft luxury studio lighting, balanced exposure, gentle highlights. Soft warm ivory-to-pale-taupe seamless studio background with a gentle grounding shadow — no black, no hard shadows. Warm, natural, true-to-life, premium editorial grading. Vertical 4:5 crop. Photorealistic high-end florist catalogue quality; botanically accurate; no AI artifacts, no malformed or duplicated petals, no text, no logo, no watermark, no people, no hands."
royal-hydrangea-arrangement,Royal Hydrangea Arrangement,existing,luxury-bouquet|signature-collection,everyday,Floral Arrangement,luxury,160,190,Blue and white hydrangea,White roses|lisianthus,Silver dollar eucalyptus|ruscus,white,Full rounded low-and-lush arrangement,Presented in vessel — no wrap,"Champagne-gold and black satin ribbon, blank",Footed ivory ceramic vase,Classic|Grand|Opulent,"Billowing blue and white hydrangea in a lush, rounded arrangement.","Full clouds of blue and white hydrangea billow into an arrangement of cool, aristocratic calm, brightened by crisp white roses. There is something timeless in its softness — a serene, garden-estate beauty that feels both grand and gentle. Hand-arranged low and lush in a footed ivory vessel, the Royal Hydrangea Arrangement arrives same-day in Kingston to bring quiet elegance to any table.",Royal Hydrangea Arrangement | Luxury Flower Delivery Kingston | The New Greenhouse,"Blue and white hydrangea with white roses in a lush luxury arrangement. Cool, elegant and serene, with same-day Kingston delivery.","hydrangea arrangement Kingston, blue hydrangea flowers, luxury flowers Jamaica, white rose arrangement, elegant table flowers, same-day flower delivery",Royal Hydrangea Arrangement — blue and white hydrangea with white roses in a footed ivory vase by The New Greenhouse,everyday | her | sophisticated | luxury-tier | white | same-day-yes | family | classic,white-orchid-elegance|signature-ivory-blush-bouquet|luxury-mixed-garden-bouquet,white-orchid-elegance,Same-day delivery across Kingston for orders placed before 1pm; hand-delivered in a protective vase box.,Keep the vessel topped with plenty of fresh water — hydrangea drink deeply — trim stems every two days and keep out of direct sun.,Available year-round; hydrangea head size and blue tone may vary with season.,experience:deluxe|channel:retail|delivery:same-day|occasion:everyday|collection:luxury-bouquet|flower:hydrangea|palette:white|style:arrangement|format:vase|tier:luxury|recipient:her,"A finished gift-ready premium floral arrangement of billowing blue and white hydrangea with white roses and lisianthus, hand-arranged with refined density in a full rounded low dome, framed by silver dollar eucalyptus and ruscus, set in a footed ivory ceramic vase, tied with a plain smooth champagne-gold and black satin ribbon, completely blank — no text. Eye-level straight-on angle. Centred composition with generous negative space and roughly 10% margin. Soft luxury studio lighting, balanced exposure, gentle highlights. Soft warm ivory-to-pale-taupe seamless studio background with a gentle grounding shadow — no black, no hard shadows. Warm, natural, true-to-life, premium editorial grading. Vertical 4:5 crop. Photorealistic high-end florist catalogue quality; botanically accurate; no AI artifacts, no malformed or duplicated petals, no text, no logo, no watermark, no people, no hands."
luxury-mixed-garden-bouquet,Luxury Mixed Garden Bouquet,existing,luxury-bouquet|signature-collection|best-seller,everyday,Luxury Bouquet,luxury,155,185,Garden roses|ranunculus|lisianthus,Spray roses|stock|waxflower,Seeded eucalyptus|Italian ruscus,mixed,Loose abundant garden-gathered hand-tied,Premium kraft and ivory tissue,"Champagne-gold and black satin ribbon, blank",Hand-tied bouquet — no vessel,Classic|Grand|Opulent,"A lavish, abundant mix of garden blooms in soft romantic tones.","An abundant gathering of garden roses, ranunculus and lisianthus tumbles together in soft, romantic harmony, as though freshly cut from a flourishing garden. Every stem earns its place, layered for that effortless, just-picked fullness our clients return for again and again. Hand-tied in ivory tissue and finished with satin ribbon, it arrives same-day in Kingston to make any day feel gloriously generous.",Luxury Mixed Garden Bouquet | Luxury Flower Delivery Kingston | The New Greenhouse,"A lavish mix of garden roses, ranunculus and lisianthus hand-tied in soft romantic tones. Abundant luxury bouquet with same-day Kingston delivery.","mixed garden bouquet, luxury flowers Kingston, garden rose bouquet Jamaica, ranunculus lisianthus, abundant flower bouquet, same-day flower delivery","Luxury Mixed Garden Bouquet — abundant garden roses, ranunculus and lisianthus hand-tied in ivory tissue by The New Greenhouse",everyday | her | romantic | luxury-tier | mixed | same-day-yes | family | classic,signature-ivory-blush-bouquet|royal-hydrangea-arrangement|seasonal-luxe-bouquet,white-orchid-elegance,Same-day delivery across Kingston for orders placed before 1pm; presented in a protective bouquet sleeve.,"Trim stems on arrival, place in fresh cool water, refresh every two days, and keep away from direct sun and ripening fruit.","Best-seller, available year-round; specific blooms vary with the freshest garden stems in season.",experience:deluxe|channel:retail|delivery:same-day|occasion:everyday|collection:luxury-bouquet|flower:mixed|palette:mixed|style:hand-tied|format:bouquet|tier:luxury|recipient:her,"A finished gift-ready premium hand-tied bouquet of mixed garden roses, ranunculus and lisianthus with spray roses, stock and waxflower in soft romantic tones, hand-arranged with refined density in a loose abundant garden-gathered dome, softened by seeded eucalyptus and Italian ruscus, wrapped in premium kraft and ivory tissue, tied with a plain smooth champagne-gold and black satin ribbon, completely blank — no text. Eye-level straight-on angle. Centred composition with generous negative space and roughly 10% margin. Soft luxury studio lighting, balanced exposure, gentle highlights. Soft warm ivory-to-pale-taupe seamless studio background with a gentle grounding shadow — no black, no hard shadows. Warm, natural, true-to-life, premium editorial grading. Vertical 4:5 crop. Photorealistic high-end florist catalogue quality; botanically accurate; no AI artifacts, no malformed or duplicated petals, no text, no logo, no watermark, no people, no hands."
luxury-tropical-arrangement,Luxury Tropical Arrangement,existing,luxury-bouquet|signature-collection,everyday,Floral Arrangement,luxury,170,200,Red anthurium|orange anthurium,Birds of paradise|tropical orchids,Monstera leaves|ti leaves|palm,bright,Bold architectural tropical arrangement,Presented in vessel — no wrap,"Champagne-gold and black satin ribbon, blank",Tall matte-stone ceramic vase,Classic|Grand|Opulent,Bold anthurium and birds of paradise in a striking tropical statement.,"Glossy anthurium and dramatic birds of paradise rise into a bold, architectural celebration of the island in full bloom. It is Jamaica distilled — vivid, confident, alive — sculpted with glossy monstera and ti leaves for true statement presence. Hand-arranged in a tall matte vessel, the Luxury Tropical Arrangement arrives same-day in Kingston to bring the drama of the tropics indoors.",Luxury Tropical Arrangement | Luxury Flower Delivery Kingston | The New Greenhouse,Bold anthurium and birds of paradise in a striking tropical arrangement. A vibrant island statement with same-day Kingston delivery.,"tropical arrangement Kingston, anthurium flowers Jamaica, birds of paradise, luxury tropical flowers, statement floral arrangement, same-day flower delivery",Luxury Tropical Arrangement — red and orange anthurium with birds of paradise in a tall matte ceramic vase by The New Greenhouse,everyday | him | bold | luxury-tier | bright | same-day-yes | partner | modern,black-gold-orchid-statement|white-orchid-elegance|royal-hydrangea-arrangement,black-gold-orchid-statement,Same-day delivery across Kingston for orders placed before 1pm; hand-delivered upright in a protective vase box.,"Keep the vessel topped with fresh water, mist tropical foliage lightly, and display in a warm spot away from cold drafts.",Available year-round; tropical stem selection reflects the freshest island-grown blooms.,experience:deluxe|channel:retail|delivery:same-day|occasion:everyday|collection:luxury-bouquet|flower:anthurium|palette:bright|style:arrangement|format:vase|tier:luxury|recipient:him,"A finished gift-ready premium floral arrangement of glossy red and orange anthurium with birds of paradise and tropical orchids, hand-arranged with refined density in a bold architectural upright shape, sculpted with monstera leaves, ti leaves and palm, set in a tall matte-stone ceramic vase, tied with a plain smooth champagne-gold and black satin ribbon, completely blank — no text. Eye-level straight-on angle. Centred composition with generous negative space and roughly 10% margin. Soft luxury studio lighting, balanced exposure, gentle highlights. Soft warm ivory-to-pale-taupe seamless studio background with a gentle grounding shadow — no black, no hard shadows. Warm, natural, true-to-life, premium editorial grading. Vertical 4:5 crop. Photorealistic high-end florist catalogue quality; botanically accurate; no AI artifacts, no malformed or duplicated petals, no text, no logo, no watermark, no people, no hands."
seasonal-luxe-bouquet,Seasonal Luxe Bouquet,existing,seasonal-deluxe|luxury-bouquet|best-seller,seasonal,Luxury Bouquet,premium,115,145,Designer's choice seasonal blooms,Complementary seasonal accents,Seasonal foliage|eucalyptus,mixed,Designer's-choice hand-tied,Premium kraft and ivory tissue,"Champagne-gold and black satin ribbon, blank",Hand-tied bouquet — no vessel,Classic|Grand|Opulent,A designer's-choice bouquet of the season's most beautiful blooms.,"Each season, our florists gather the freshest, most breathtaking blooms available and compose them by hand into a bouquet that could only exist right now. It is a gift of trust and delight — the season's finest, arranged with our signature eye for balance and abundance. Wrapped in ivory tissue and finished with satin ribbon, the Seasonal Luxe Bouquet arrives same-day in Kingston, a little different and always beautiful.",Seasonal Luxe Bouquet | Luxury Flower Delivery Kingston | The New Greenhouse,"A designer's-choice bouquet of the season's freshest luxury blooms, hand-tied by our florists. Elegant and abundant, with same-day Kingston delivery.","seasonal bouquet Kingston, designers choice flowers, luxury flowers Jamaica, florist choice bouquet, fresh seasonal flowers, same-day flower delivery",Seasonal Luxe Bouquet — a designer's-choice gathering of the season's blooms hand-tied in ivory tissue by The New Greenhouse,seasonal | her | thoughtful | premium-tier | mixed | same-day-yes | family | classic,luxury-mixed-garden-bouquet|signature-ivory-blush-bouquet|spring-awakening-bouquet,luxury-mixed-garden-bouquet,Same-day delivery across Kingston for orders placed before 1pm; presented in a protective bouquet sleeve.,"Trim stems on arrival, place in fresh cool water, refresh every two days, and keep away from direct sun and heat.","Available year-round; blooms are chosen fresh each season, so every bouquet is one of a kind.",experience:deluxe|channel:retail|delivery:same-day|occasion:seasonal|collection:seasonal|flower:mixed|palette:mixed|style:hand-tied|format:bouquet|tier:premium|recipient:her,"A finished gift-ready premium hand-tied bouquet of designer's-choice seasonal blooms in soft harmonious tones, hand-arranged with refined density in an abundant dome, softened by seasonal foliage and eucalyptus, wrapped in premium kraft and ivory tissue, tied with a plain smooth champagne-gold and black satin ribbon, completely blank — no text. Eye-level straight-on angle. Centred composition with generous negative space and roughly 10% margin. Soft luxury studio lighting, balanced exposure, gentle highlights. Soft warm ivory-to-pale-taupe seamless studio background with a gentle grounding shadow — no black, no hard shadows. Warm, natural, true-to-life, premium editorial grading. Vertical 4:5 crop. Photorealistic high-end florist catalogue quality; botanically accurate; no AI artifacts, no malformed or duplicated petals, no text, no logo, no watermark, no people, no hands."
